run_key,experiment_id,filename,run_index,algorithm,population_size,evaluation_budget,master_seed,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,bda_fraction,paired_rank
IMG_0006|r1|n20|b600|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,20,600,1410984088,4.709067854349006,2,33,2,600,True,0.371392700006254,19,19,4.709067854349006,0.1321489970408911,0.0458730789987755,0,0,0,,3.5
IMG_0006|r1|n20|b600|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,20,600,1410984088,4.7074847772372825,2,108,9,600,True,4.395878000010271,30,30,4.7074847772372825,0.8330972222222222,0.9154166666666668,1,0,0,,2.0
IMG_0006|r1|n20|b600|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,20,600,1410984088,4.7064979215022005,2,33,9,600,True,1.0968402000144124,15,15,4.7064979215022005,,,0,146,154,0.4866666666666667,1.0
IMG_0006|r1|n30|b300|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,30,300,1410984088,4.709116127899911,2,88,2,300,True,0.0986476999823935,6,6,4.709116127899911,,,0,0,0,,4.0
IMG_0006|r1|n30|b300|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,30,300,1410984088,4.708314134574057,2,26,3,300,True,0.0627027999726124,7,7,4.708314134574057,0.2223036306323953,0.0572610403101837,0,0,0,,3.0
IMG_0006|r1|n30|b300|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,30,300,1410984088,4.707781273763558,2,97,128,300,True,0.248574599972926,10,10,4.707781273763558,0.798388888888889,0.7505555555555555,1,0,0,,1.0
IMG_0006|r1|n30|b300|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,30,300,1410984088,4.707788947363082,2,84,18,300,True,0.216252300015185,5,5,4.708478925183917,,,0,78,72,0.52,2.0
IMG_0006|r1|n30|b600|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,30,600,1410984088,4.7093121899459325,2,12,2,600,True,0.0173619000124745,11,11,4.7093121899459325,,,0,0,0,,4.0
IMG_0006|r1|n30|b600|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,30,600,1410984088,4.70730361238792,2,41,3,600,True,0.0173873999738134,13,13,4.70730361238792,0.1521810125910447,0.0702831862153234,0,0,0,,2.0
IMG_0006|r1|n30|b600|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,30,600,1410984088,4.707850645489256,2,8,128,600,True,0.1781385999638587,20,20,4.707850645489256,0.6825,0.5520370370370371,13,0,0,,3.0
IMG_0006|r1|n30|b600|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,30,600,1410984088,4.707118621117083,2,12,20,600,True,0.1201707000145688,10,10,4.707118621117083,,,0,149,151,0.4966666666666666,1.0
IMG_0006|r2|n10|b300|HHO-VC,IMG_0006,106024.jpg,2,HHO-VC,10,300,902949870,4.702814021744888,18,42,3,300,True,3.3496928999666125,15,15,4.702814021744888,,,0,0,0,,1.5
IMG_0006|r2|n10|b300|EHHO-VC,IMG_0006,106024.jpg,2,EHHO-VC,10,300,902949870,4.702814021744888,18,42,3,300,True,1.1302464000182226,19,19,4.702814021744888,0.1466375259710292,0.1195083004698691,0,0,0,,1.5
IMG_0006|r2|n10|b300|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,2,BEHHO-VC-Calibrated,10,300,902949870,4.703334170674085,120,62,243,300,True,13.784114099980798,30,30,4.703334170674085,0.837388888888889,0.895,0,0,0,,3.0
IMG_0006|r2|n10|b300|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,2,BDA-EHHO-VC-Calibrated,10,300,902949870,4.703395871495059,129,37,243,300,True,2.338912600011099,15,15,4.703395871495059,,,0,83,67,0.5533333333333333,4.0
IMG_0006|r2|n10|b600|HHO-VC,IMG_0006,106024.jpg,2,HHO-VC,10,600,902949870,4.703126588035402,14,78,3,600,True,0.2998239999869838,33,33,4.703126588035402,,,0,0,0,,2.0
IMG_0006|r2|n10|b600|EHHO-VC,IMG_0006,106024.jpg,2,EHHO-VC,10,600,902949870,4.702814021744888,18,42,3,600,True,0.0359001000178977,38,38,4.702814021744888,0.1112890013973605,0.0545561548065789,0,0,0,,1.0
IMG_0006|r2|n10|b600|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,2,BEHHO-VC-Calibrated,10,600,902949870,4.703262948732895,126,251,254,600,True,1.5298788999789394,60,60,4.703262948732895,0.8236666666666665,0.8316666666666667,3,0,0,,3.0
IMG_0006|r2|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,2,BDA-EHHO-VC-Calibrated,10,600,902949870,4.703286839205925,42,53,232,600,True,0.7136651999899186,30,30,4.703286839205925,,,0,148,152,0.4933333333333333,4.0
IMG_0006|r2|n20|b300|HHO-VC,IMG_0006,106024.jpg,2,HHO-VC,20,300,902949870,4.703019157361999,18,67,218,300,True,0.0614438999909907,8,8,4.703019157361999,,,0,0,0,,2.5
